_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,waived,within_cap
15525279,Alzheimers Dement,Wiley,0.0,26,0.0,True,True
15733254,AIDS Behav,Springer Nature,0.0,12,0.0,True,True
20479980,J Am Heart Assoc,Wolters Kluwer,0.0,9,0.0,True,True
15206777,Neurourol Urodyn,Wiley,0.0,8,0.0,True,True
15344681,Ann Surg Oncol,Springer Nature,0.0,8,0.0,True,True
10969098,J Surg Oncol,Wiley,0.0,7,0.0,True,True
1432069X,Arch Dermatol Res,Springer Nature,0.0,7,0.0,True,True
14697793,J Physiol,Wiley,0.0,7,0.0,True,True
25092723,Geroscience,Springer Nature,0.0,7,0.0,True,True
10970142,Cancer,Wiley,0.0,6,0.0,True,True
13652982,Neurogastroenterol Motil,Wiley,0.0,6,0.0,True,True
14320533,Acta Neuropathol,Springer Nature,0.0,6,0.0,True,True
15318257,Mov Disord,Wiley,0.0,6,0.0,True,True
10970193,Hum Brain Mapp,Wiley,0.0,5,0.0,True,True
15325415,J Am Geriatr Soc,Wiley,0.0,5,0.0,True,True
19341563,PM R,Wiley,0.0,5,0.0,True,True
21983844,Adv Sci (Weinh),Wiley,0.0,5,0.0,True,True
1098108X,Int J Eat Disord,Wiley,0.0,4,0.0,True,True
14676494,J Pers,Unknown,0.0,4,0.0,True,True
15300447,Pediatr Res,Springer Nature,0.0,4,0.0,True,True
15733521,J Behav Med,Springer Nature,0.0,4,0.0,True,True
15736695,Prev Sci,Springer Nature,0.0,4,0.0,True,True
1600065X,Immunol Rev,Wiley,0.0,4,0.0,True,True
21968837,J Racial Ethn Health Disparities,Springer Nature,0.0,4,0.0,True,True
14698749,Dev Med Child Neurol,Wiley,0.0,3,0.0,True,True
14765594,Oncogene,Springer Nature,0.0,3,0.0,True,True
15214095,Adv Mater,Wiley,0.0,3,0.0,True,True
15222594,Magn Reson Med,Wiley,0.0,3,0.0,True,True
15327558,Int J Behav Med,Springer Nature,0.0,3,0.0,True,True
15455017,Pediatr Blood Cancer,Wiley,0.0,3,0.0,True,True
15732649,Qual Life Res,Springer Nature,0.0,3,0.0,True,True
15732800,Arch Sex Behav,Springer Nature,0.0,3,0.0,True,True
15733432,J Autism Dev Disord,Springer Nature,0.0,3,0.0,True,True
15737217,Breast Cancer Res Treat,Springer Nature,0.0,3,0.0,True,True
16000897,Am J Reprod Immunol,Wiley,0.0,3,0.0,True,True
17528062,Clin Transl Sci,Wiley,0.0,3,0.0,True,True
19322267,J Cancer Surviv,Springer Nature,0.0,3,0.0,True,True
21514658,Arthritis Care Res (Hoboken),Wiley,0.0,3,0.0,True,True
23528737,Alzheimers Dement (N Y),Wiley,0.0,3,0.0,True,True
10991492,NMR Biomed,Wiley,0.0,2,0.0,True,True
13652036,Aliment Pharmacol Ther,Wiley,0.0,2,0.0,True,True
13653016,Paediatr Perinat Epidemiol,Wiley,0.0,2,0.0,True,True
13654632,Int J Dermatol,Unknown,0.0,2,0.0,True,True
13989995,Allergy,Wiley,0.0,2,0.0,True,True
13990012,Clin Transplant,Wiley,0.0,2,0.0,True,True
14320428,Diabetologia,Springer Nature,0.0,2,0.0,True,True
14338491,Eur Arch Psychiatry Clin Neurosci,Unknown,0.0,2,0.0,True,True
14678624,Child Dev,Wiley,0.0,2,0.0,True,True
14682869,J Urban Health,Springer Nature,0.0,2,0.0,True,True
14697610,J Child Psychol Psychiatry,Wiley,0.0,2,0.0,True,True
1469896X,Protein Sci,Wiley,0.0,2,0.0,True,True
14698986,Psychophysiology,Wiley,0.0,2,0.0,True,True
